measurement_id,instrument,operator,ref_value,instrument_offset,instrument_error,operator_offset,operator_error,measurement
42,instrument_1,operator_2,50,0,5,0,5,64.77685895236847
43,instrument_3,operator_2,50,0,5,0,5,46.393036113811064
44,instrument_1,operator_2,50,0,5,0,5,44.92674691596354
45,instrument_5,operator_3,50,0,5,0,10,46.94077466990466
46,instrument_1,operator_3,50,0,5,0,10,56.082294733302945
47,instrument_5,operator_3,50,0,5,0,10,69.66697974887428
48,instrument_2,operator_1,50,0,5,0,5,40.80292634693305
49,instrument_3,operator_3,50,0,5,0,10,39.62392409944236
50,instrument_2,operator_2,50,0,5,0,5,56.34196305413846
51,instrument_2,operator_2,50,0,5,0,5,44.45343759805708
52,instrument_1,operator_3,50,0,5,0,10,47.61793513759343
53,instrument_3,operator_1,50,0,5,0,5,61.18415094886788
54,instrument_3,operator_1,50,0,5,0,5,55.48879606308646
55,instrument_2,operator_1,50,0,5,0,5,50.86395187557337
56,instrument_5,operator_1,50,0,5,0,5,44.2422633175661
57,instrument_1,operator_2,50,0,5,0,5,60.51772074380341
58,instrument_4,operator_3,50,0,5,0,10,51.1330940438453
59,instrument_4,operator_1,50,0,5,0,5,44.52893171225995
60,instrument_4,operator_2,50,0,5,0,5,45.3244532516585
61,instrument_4,operator_2,50,0,5,0,5,48.24761196680838
62,instrument_4,operator_1,50,0,5,0,5,51.809534614887134
63,instrument_3,operator_3,50,0,5,0,10,62.68337890721318
64,instrument_2,operator_2,50,0,5,0,5,57.15250764646968
65,instrument_5,operator_1,50,0,5,0,5,56.96544185379723
66,instrument_1,operator_2,50,0,5,0,5,51.05837885806163
67,instrument_4,operator_2,50,0,5,0,5,53.201540107468226
68,instrument_4,operator_2,50,0,5,0,5,54.464438944911116
69,instrument_1,operator_1,50,0,5,0,5,66.1785308805313
70,instrument_1,operator_2,50,0,5,0,5,55.15923423140201
71,instrument_1,operator_2,50,0,5,0,5,58.540148930332464
72,instrument_4,operator_1,50,0,5,0,5,49.221868661272055
73,instrument_1,operator_1,50,0,5,0,5,59.49574195082685
74,instrument_4,operator_2,50,0,5,0,5,47.82357649073492
75,instrument_4,operator_3,50,0,5,0,10,71.45331821409425
76,instrument_4,operator_2,50,0,5,0,5,52.45360361912422
77,instrument_3,operator_2,50,0,5,0,5,50.240492726473896
78,instrument_1,operator_1,50,0,5,0,5,59.30548823549451
79,instrument_1,operator_2,50,0,5,0,5,56.50697138235546
80,instrument_2,operator_1,50,0,5,0,5,54.22461263378075
81,instrument_5,operator_1,50,0,5,0,5,45.47292448395183
82,instrument_1,operator_3,50,0,5,0,10,65.64081645714458
83,instrument_2,operator_2,50,0,5,0,5,52.521333911673594
84,instrument_4,operator_1,50,0,5,0,5,61.25054674698953
85,instrument_2,operator_2,50,0,5,0,5,40.225024697472
86,instrument_5,operator_2,50,0,5,0,5,44.32099909243115
87,instrument_2,operator_1,50,0,5,0,5,53.97482335639151
88,instrument_1,operator_3,50,0,5,0,10,47.148684770161125
89,instrument_1,operator_2,50,0,5,0,5,50.35937672938322
90,instrument_2,operator_2,50,0,5,0,5,56.895926632542356
91,instrument_4,operator_3,50,0,5,0,10,52.14812847861292
92,instrument_1,operator_1,50,0,5,0,5,44.43340342293463
93,instrument_3,operator_2,50,0,5,0,5,49.54119241376584
94,instrument_3,operator_3,50,0,5,0,10,53.72572166080134
95,instrument_4,operator_1,50,0,5,0,5,52.59028201000084
96,instrument_1,operator_2,50,0,5,0,5,34.037701793155684
97,instrument_3,operator_1,50,0,5,0,5,49.475881039116594
98,instrument_1,operator_3,50,0,5,0,10,53.78024085280142
99,instrument_3,operator_1,50,0,5,0,5,47.049315992684434
100,instrument_1,operator_2,50,0,5,0,5,47.29920945884329
101,instrument_5,operator_1,50,0,5,0,5,38.177531372539704
102,instrument_3,operator_1,50,0,5,0,5,56.04631242129973
103,instrument_3,operator_2,50,0,5,0,5,58.75667457797664
104,instrument_4,operator_1,50,0,5,0,5,50.03209140257287
105,instrument_4,operator_1,50,0,5,0,5,58.637132964862474
106,instrument_3,operator_3,50,0,5,0,10,55.88277769299408
107,instrument_2,operator_3,50,0,5,0,10,40.312131050665265
108,instrument_3,operator_1,50,0,5,0,5,50.21677798720212
109,instrument_3,operator_3,50,0,5,0,10,52.91292752060631
110,instrument_2,operator_3,50,0,5,0,10,65.13743218467388
111,instrument_5,operator_2,50,0,5,0,5,52.88340653640211
112,instrument_4,operator_2,50,0,5,0,5,44.21290455962259
113,instrument_3,operator_2,50,0,5,0,5,43.990527177146106
114,instrument_2,operator_2,50,0,5,0,5,48.441213405592954
115,instrument_2,operator_3,50,0,5,0,10,50.49828714857963
116,instrument_5,operator_1,50,0,5,0,5,53.67019569697726
117,instrument_5,operator_1,50,0,5,0,5,49.9633743622418
118,instrument_5,operator_2,50,0,5,0,5,42.712723791752595
119,instrument_2,operator_1,50,0,5,0,5,46.28350133976977
120,instrument_2,operator_1,50,0,5,0,5,42.185231524782104
121,instrument_1,operator_2,50,0,5,0,5,59.86384354638664
122,instrument_4,operator_3,50,0,5,0,10,47.19506278309703
123,instrument_3,operator_3,50,0,5,0,10,50.989966540053565
124,instrument_5,operator_1,50,0,5,0,5,55.324521217469034
125,instrument_3,operator_3,50,0,5,0,10,46.26125525121393
126,instrument_1,operator_1,50,0,5,0,5,47.152602443007765
127,instrument_5,operator_1,50,0,5,0,5,53.68000657743828
128,instrument_5,operator_3,50,0,5,0,10,38.82026918525292
129,instrument_1,operator_2,50,0,5,0,5,52.923839850909346
130,instrument_2,operator_1,50,0,5,0,5,51.69437582935679
131,instrument_5,operator_2,50,0,5,0,5,48.37430524954246
132,instrument_5,operator_2,50,0,5,0,5,59.070607472986495
133,instrument_5,operator_1,50,0,5,0,5,47.24845682327911
134,instrument_3,operator_3,50,0,5,0,10,56.95368091243618
135,instrument_4,operator_1,50,0,5,0,5,51.16210827646645
136,instrument_5,operator_2,50,0,5,0,5,62.09515104640184
137,instrument_2,operator_1,50,0,5,0,5,50.440829252650566
138,instrument_3,operator_3,50,0,5,0,10,34.429732804224265
139,instrument_2,operator_2,50,0,5,0,5,40.44611681792079
140,instrument_2,operator_1,50,0,5,0,5,48.50459599667207
141,instrument_3,operator_2,50,0,5,0,5,55.717722332565046
142,instrument_5,operator_2,50,0,5,0,5,53.4056723539482
143,instrument_3,operator_2,50,0,5,0,5,68.01316783133461
144,instrument_5,operator_1,50,0,5,0,5,62.481005774541956
145,instrument_5,operator_2,50,0,5,0,5,60.9077953931872
146,instrument_3,operator_1,50,0,5,0,5,51.31638383204464
147,instrument_4,operator_1,50,0,5,0,5,59.17186947112563
148,instrument_3,operator_3,50,0,5,0,10,52.458256639026416
149,instrument_3,operator_3,50,0,5,0,10,46.60815154611032
150,instrument_4,operator_1,50,0,5,0,5,56.63028815236029
151,instrument_5,operator_2,50,0,5,0,5,42.344764438472936
152,instrument_3,operator_3,50,0,5,0,10,43.61759982596947
153,instrument_5,operator_2,50,0,5,0,5,67.70888557991177
154,instrument_4,operator_2,50,0,5,0,5,45.64680664215185
155,instrument_2,operator_1,50,0,5,0,5,42.03248320210702
156,instrument_4,operator_1,50,0,5,0,5,40.174473843338355
157,instrument_4,operator_3,50,0,5,0,10,45.11741799869661
158,instrument_1,operator_3,50,0,5,0,10,44.65556701072952
159,instrument_5,operator_1,50,0,5,0,5,42.77226130705499
160,instrument_2,operator_2,50,0,5,0,5,52.52960146152777
161,instrument_5,operator_1,50,0,5,0,5,48.440855060824155
162,instrument_1,operator_1,50,0,5,0,5,44.451169648883244
163,instrument_3,operator_3,50,0,5,0,10,46.6921853154368
164,instrument_2,operator_2,50,0,5,0,5,42.49163464915733
165,instrument_4,operator_1,50,0,5,0,5,48.70122737419681
166,instrument_4,operator_3,50,0,5,0,10,68.56919088689591
167,instrument_4,operator_1,50,0,5,0,5,47.38939167267488
168,instrument_1,operator_2,50,0,5,0,5,47.661643976656116
169,instrument_2,operator_3,50,0,5,0,10,37.37032219897612
170,instrument_3,operator_3,50,0,5,0,10,44.670755508268734
171,instrument_1,operator_3,50,0,5,0,10,58.460483081423995
172,instrument_1,operator_1,50,0,5,0,5,40.92284615884734
173,instrument_3,operator_1,50,0,5,0,5,45.86761918757176
174,instrument_1,operator_1,50,0,5,0,5,46.65568773931764
175,instrument_1,operator_1,50,0,5,0,5,44.744865545205805
176,instrument_1,operator_2,50,0,5,0,5,59.93101772830193
177,instrument_2,operator_1,50,0,5,0,5,42.01205328170542
178,instrument_3,operator_3,50,0,5,0,10,62.27669671092643
179,instrument_2,operator_3,50,0,5,0,10,47.49866028078327
180,instrument_4,operator_3,50,0,5,0,10,65.00066223699888
181,instrument_4,operator_2,50,0,5,0,5,56.92917049421185
182,instrument_1,operator_1,50,0,5,0,5,41.0573429421581
183,instrument_1,operator_2,50,0,5,0,5,53.52500341018067
184,instrument_1,operator_1,50,0,5,0,5,54.42736415754027
185,instrument_2,operator_2,50,0,5,0,5,42.61462532160153
186,instrument_4,operator_1,50,0,5,0,5,28.4652446353664
187,instrument_5,operator_3,50,0,5,0,10,41.36606969011122
188,instrument_4,operator_1,50,0,5,0,5,59.60628296952556
189,instrument_3,operator_1,50,0,5,0,5,44.79454266840336
190,instrument_5,operator_1,50,0,5,0,5,57.70825627067845
191,instrument_1,operator_1,50,0,5,0,5,61.62563498552462
192,instrument_2,operator_2,50,0,5,0,5,57.982357945102024
193,instrument_5,operator_2,50,0,5,0,5,49.48461272255528
194,instrument_2,operator_1,50,0,5,0,5,43.8717042849075
195,instrument_5,operator_1,50,0,5,0,5,44.07230971430352
196,instrument_4,operator_2,50,0,5,0,5,39.93757164178665
197,instrument_5,operator_3,50,0,5,0,10,31.909757119145134
198,instrument_3,operator_1,50,0,5,0,5,47.4185867782204
199,instrument_3,operator_3,50,0,5,0,10,47.48976755243302
200,instrument_3,operator_1,50,0,5,0,5,48.147473136502526
201,instrument_5,operator_1,50,0,5,0,5,42.45078841179806
202,instrument_3,operator_2,50,0,5,0,5,54.14817269086305
203,instrument_5,operator_3,50,0,5,0,10,55.57016806073899
204,instrument_1,operator_3,50,0,5,0,10,44.74943412170319
205,instrument_1,operator_1,50,0,5,0,5,48.62700761608436
206,instrument_3,operator_2,50,0,5,0,5,52.41706687055659
207,instrument_4,operator_3,50,0,5,0,10,46.30761555045541
208,instrument_3,operator_2,50,0,5,0,5,52.389492208219266
209,instrument_2,operator_2,50,0,5,0,5,60.742923409938534
210,instrument_4,operator_3,50,0,5,0,10,56.091395305154094
211,instrument_2,operator_2,50,0,5,0,5,47.8961867857232
212,instrument_1,operator_2,50,0,5,0,5,50.679536833525304
213,instrument_5,operator_2,50,0,5,0,5,61.82083795383075
214,instrument_5,operator_3,50,0,5,0,10,49.632231195081566
215,instrument_2,operator_1,50,0,5,0,5,50.06291979317494
216,instrument_4,operator_1,50,0,5,0,5,62.82586047409424
217,instrument_5,operator_3,50,0,5,0,10,56.94914009082018
218,instrument_2,operator_3,50,0,5,0,10,61.139913638578626
219,instrument_4,operator_3,50,0,5,0,10,46.85581006850366
220,instrument_1,operator_2,50,0,5,0,5,55.35730961007094
221,instrument_4,operator_3,50,0,5,0,10,68.38370724533773
222,instrument_3,operator_1,50,0,5,0,5,39.51831871930004
223,instrument_4,operator_3,50,0,5,0,10,49.28035611695668
224,instrument_4,operator_2,50,0,5,0,5,61.485561192756414
225,instrument_5,operator_3,50,0,5,0,10,31.48779125656635
226,instrument_3,operator_1,50,0,5,0,5,49.69036724119258
227,instrument_4,operator_1,50,0,5,0,5,57.70486697891964
228,instrument_2,operator_3,50,0,5,0,10,36.46154858753885
229,instrument_2,operator_3,50,0,5,0,10,38.1969104799881
230,instrument_4,operator_2,50,0,5,0,5,36.964712366438135
231,instrument_4,operator_1,50,0,5,0,5,50.383819919659395
232,instrument_5,operator_1,50,0,5,0,5,56.59602312798355
233,instrument_5,operator_3,50,0,5,0,10,52.86486159668061
234,instrument_4,operator_3,50,0,5,0,10,38.76913786109282
235,instrument_5,operator_1,50,0,5,0,5,64.1062402451482
236,instrument_4,operator_1,50,0,5,0,5,51.41670824748237
237,instrument_5,operator_1,50,0,5,0,5,60.79713810073443
238,instrument_2,operator_2,50,0,5,0,5,56.48879777208836
239,instrument_1,operator_2,50,0,5,0,5,44.92593268228612
240,instrument_3,operator_1,50,0,5,0,5,45.43620966158493
241,instrument_1,operator_1,50,0,5,0,5,50.84445995299387
242,instrument_2,operator_1,50,0,5,0,5,59.48147748142067
243,instrument_5,operator_2,50,0,5,0,5,40.53349209314626
244,instrument_4,operator_1,50,0,5,0,5,45.354660826299245
245,instrument_2,operator_1,50,0,5,0,5,63.04070830465505
246,instrument_1,operator_2,50,0,5,0,5,57.19927920567287
247,instrument_3,operator_2,50,0,5,0,5,44.1755209620408
248,instrument_4,operator_3,50,0,5,0,10,38.593389527159964
249,instrument_1,operator_3,50,0,5,0,10,40.804511127735516
250,instrument_2,operator_1,50,0,5,0,5,41.921594396529116
251,instrument_5,operator_3,50,0,5,0,10,51.586771898373364
252,instrument_2,operator_1,50,0,5,0,5,38.23531399681574
253,instrument_1,operator_3,50,0,5,0,10,62.577037538468566
254,instrument_1,operator_1,50,0,5,0,5,42.421521920025405
255,instrument_1,operator_2,50,0,5,0,5,51.46605075966207
256,instrument_3,operator_1,50,0,5,0,5,41.88406677384893
257,instrument_5,operator_2,50,0,5,0,5,47.850382033901674
258,instrument_5,operator_3,50,0,5,0,10,36.789280021712884
259,instrument_1,operator_2,50,0,5,0,5,55.04695072280315
260,instrument_3,operator_1,50,0,5,0,5,53.62426520253263
261,instrument_5,operator_1,50,0,5,0,5,57.2786975602263
262,instrument_2,operator_3,50,0,5,0,10,35.6385591470992
263,instrument_1,operator_2,50,0,5,0,5,43.14735338511281
264,instrument_3,operator_2,50,0,5,0,5,54.20696978736659
265,instrument_3,operator_3,50,0,5,0,10,63.93830054179627
266,instrument_3,operator_1,50,0,5,0,5,47.89534142676424
267,instrument_2,operator_1,50,0,5,0,5,48.13458989482799
268,instrument_5,operator_3,50,0,5,0,10,57.6447049066406
269,instrument_5,operator_3,50,0,5,0,10,57.46981054842704
270,instrument_1,operator_1,50,0,5,0,5,55.832974896537934
271,instrument_4,operator_1,50,0,5,0,5,50.17832289525369
272,instrument_5,operator_1,50,0,5,0,5,39.69139658529733
273,instrument_5,operator_1,50,0,5,0,5,55.889626010177835
274,instrument_3,operator_2,50,0,5,0,5,49.60578592811677
275,instrument_2,operator_2,50,0,5,0,5,47.915026050625286
276,instrument_4,operator_1,50,0,5,0,5,55.70977488839086
277,instrument_2,operator_2,50,0,5,0,5,52.38079644878016
278,instrument_3,operator_1,50,0,5,0,5,50.57997696628606
279,instrument_2,operator_3,50,0,5,0,10,42.93570859952591
280,instrument_2,operator_2,50,0,5,0,5,54.572790121144536
281,instrument_4,operator_3,50,0,5,0,10,53.372860184029996
282,instrument_4,operator_3,50,0,5,0,10,26.233851937276107
283,instrument_3,operator_3,50,0,5,0,10,39.61812367683681
284,instrument_2,operator_1,50,0,5,0,5,50.12487237789207
285,instrument_1,operator_3,50,0,5,0,10,45.90274090178319
286,instrument_1,operator_2,50,0,5,0,5,41.85524820057301
287,instrument_1,operator_1,50,0,5,0,5,46.23148890558661
288,instrument_5,operator_2,50,0,5,0,5,58.20856083785485
289,instrument_5,operator_3,50,0,5,0,10,43.09471161835289
290,instrument_1,operator_1,50,0,5,0,5,37.106481968752036
291,instrument_2,operator_3,50,0,5,0,10,66.27550652426216
292,instrument_3,operator_3,50,0,5,0,10,35.01165548319713
293,instrument_1,operator_2,50,0,5,0,5,52.94344873505149
294,instrument_2,operator_1,50,0,5,0,5,42.717404216616586
295,instrument_3,operator_3,50,0,5,0,10,45.88807161631223
296,instrument_5,operator_1,50,0,5,0,5,52.086907539283004
297,instrument_5,operator_3,50,0,5,0,10,47.286356748457735
298,instrument_3,operator_2,50,0,5,0,5,49.67809870399451
299,instrument_3,operator_3,50,0,5,0,10,49.73767732741066
300,instrument_3,operator_3,50,0,5,0,10,46.527996749842345
301,instrument_5,operator_3,50,0,5,0,10,58.68971506588062
302,instrument_4,operator_1,50,0,5,0,5,59.3867059332772
303,instrument_5,operator_3,50,0,5,0,10,36.102317790054975
304,instrument_3,operator_3,50,0,5,0,10,52.19345320322251
305,instrument_2,operator_3,50,0,5,0,10,33.24693861546585
306,instrument_2,operator_2,50,0,5,0,5,52.034876164449614
307,instrument_1,operator_1,50,0,5,0,5,49.0453200935301
308,instrument_1,operator_3,50,0,5,0,10,59.41398613392299
309,instrument_1,operator_3,50,0,5,0,10,68.59948742505294
310,instrument_5,operator_2,50,0,5,0,5,54.04649343918583
311,instrument_3,operator_3,50,0,5,0,10,58.33582933112489
312,instrument_4,operator_2,50,0,5,0,5,45.625205031738254
313,instrument_5,operator_1,50,0,5,0,5,56.388142040641135
314,instrument_5,operator_3,50,0,5,0,10,25.651067862731793
315,instrument_2,operator_2,50,0,5,0,5,55.655045891664024
316,instrument_1,operator_3,50,0,5,0,10,58.11821699097383
317,instrument_4,operator_2,50,0,5,0,5,48.76905182735833
318,instrument_3,operator_2,50,0,5,0,5,50.737860100568284
319,instrument_4,operator_3,50,0,5,0,10,46.38864196956111
320,instrument_2,operator_1,50,0,5,0,5,52.27918335561479
321,instrument_1,operator_2,50,0,5,0,5,56.11470916591113
322,instrument_5,operator_3,50,0,5,0,10,45.95151976217425
323,instrument_2,operator_3,50,0,5,0,10,58.25665927755382
324,instrument_2,operator_1,50,0,5,0,5,49.32330580831465
325,instrument_5,operator_2,50,0,5,0,5,39.095314211047935
326,instrument_3,operator_1,50,0,5,0,5,52.57026736469204
327,instrument_5,operator_2,50,0,5,0,5,55.055113178284685
328,instrument_2,operator_1,50,0,5,0,5,49.76265153532384
329,instrument_3,operator_1,50,0,5,0,5,61.786962367809394
330,instrument_3,operator_3,50,0,5,0,10,56.55937292924277
331,instrument_5,operator_3,50,0,5,0,10,60.93268661258873
332,instrument_3,operator_2,50,0,5,0,5,49.66161124957182
333,instrument_5,operator_1,50,0,5,0,5,59.40115506598214
334,instrument_5,operator_2,50,0,5,0,5,37.7970102704445
335,instrument_2,operator_2,50,0,5,0,5,56.647302277804805
336,instrument_3,operator_1,50,0,5,0,5,49.76007019143729
337,instrument_4,operator_2,50,0,5,0,5,38.48172243726445
338,instrument_4,operator_2,50,0,5,0,5,45.95256157010034
339,instrument_4,operator_3,50,0,5,0,10,33.68962212200922
340,instrument_1,operator_2,50,0,5,0,5,51.98564720917019
341,instrument_1,operator_3,50,0,5,0,10,48.04553747782669
342,instrument_3,operator_2,50,0,5,0,5,50.35392987667536
343,instrument_2,operator_1,50,0,5,0,5,52.86040401853866
344,instrument_5,operator_2,50,0,5,0,5,47.362236305109796
345,instrument_3,operator_1,50,0,5,0,5,36.292249865035274
346,instrument_1,operator_2,50,0,5,0,5,49.67786849250625
347,instrument_5,operator_1,50,0,5,0,5,48.258534673844444
348,instrument_1,operator_1,50,0,5,0,5,64.22359594922497
349,instrument_4,operator_1,50,0,5,0,5,39.755344892396785
350,instrument_1,operator_2,50,0,5,0,5,58.35776583093154
351,instrument_1,operator_3,50,0,5,0,10,63.29174609377842
352,instrument_2,operator_3,50,0,5,0,10,35.41187254426469
353,instrument_4,operator_2,50,0,5,0,5,52.432961524177415
354,instrument_2,operator_1,50,0,5,0,5,46.18354003412156
355,instrument_5,operator_2,50,0,5,0,5,42.13988772977276
356,instrument_4,operator_1,50,0,5,0,5,64.33227035095695
357,instrument_5,operator_3,50,0,5,0,10,43.251324624340235
358,instrument_5,operator_3,50,0,5,0,10,43.89930913769722
359,instrument_2,operator_2,50,0,5,0,5,49.63881677213045
360,instrument_3,operator_3,50,0,5,0,10,53.572923759592186
361,instrument_5,operator_1,50,0,5,0,5,51.21515364273604
362,instrument_1,operator_2,50,0,5,0,5,47.54630352096958
363,instrument_4,operator_3,50,0,5,0,10,49.474744870016984
364,instrument_2,operator_3,50,0,5,0,10,54.68572425824117
365,instrument_3,operator_2,50,0,5,0,5,47.44683982282391
366,instrument_3,operator_2,50,0,5,0,5,56.86148851507261
367,instrument_4,operator_3,50,0,5,0,10,47.43382971940051
368,instrument_2,operator_1,50,0,5,0,5,47.05169172654122
369,instrument_3,operator_1,50,0,5,0,5,33.800641192764644
370,instrument_1,operator_3,50,0,5,0,10,38.5748582403786
371,instrument_1,operator_1,50,0,5,0,5,52.108343856127235
372,instrument_5,operator_3,50,0,5,0,10,56.71069262279338
373,instrument_1,operator_2,50,0,5,0,5,51.936020247085935
374,instrument_2,operator_2,50,0,5,0,5,48.715467856508035
375,instrument_2,operator_2,50,0,5,0,5,48.70837715748487
376,instrument_1,operator_1,50,0,5,0,5,48.97210613019586
377,instrument_2,operator_3,50,0,5,0,10,38.32019246984532
378,instrument_1,operator_3,50,0,5,0,10,54.92317986771686
379,instrument_5,operator_3,50,0,5,0,10,50.084568559759184
380,instrument_2,operator_1,50,0,5,0,5,47.46144004177253
381,instrument_3,operator_1,50,0,5,0,5,54.33845824237858
382,instrument_3,operator_1,50,0,5,0,5,48.79148910665639
383,instrument_2,operator_2,50,0,5,0,5,52.89454283908544
384,instrument_5,operator_1,50,0,5,0,5,49.055792003554636
385,instrument_5,operator_3,50,0,5,0,10,43.49429167868975
386,instrument_4,operator_2,50,0,5,0,5,65.2142286956438
387,instrument_3,operator_2,50,0,5,0,5,53.45612889533341
388,instrument_1,operator_3,50,0,5,0,10,40.94827622638587
389,instrument_3,operator_1,50,0,5,0,5,40.085302385033486
390,instrument_3,operator_3,50,0,5,0,10,51.72942921126744
391,instrument_5,operator_2,50,0,5,0,5,38.89401280298852
392,instrument_5,operator_2,50,0,5,0,5,38.825061522765196
393,instrument_1,operator_3,50,0,5,0,10,30.302671358624156
394,instrument_2,operator_3,50,0,5,0,10,38.542172186849136
395,instrument_5,operator_1,50,0,5,0,5,60.804450921434594
396,instrument_4,operator_2,50,0,5,0,5,36.632647741197346
397,instrument_5,operator_1,50,0,5,0,5,45.32412275400759
398,instrument_5,operator_3,50,0,5,0,10,36.15954950191002
399,instrument_2,operator_2,50,0,5,0,5,48.98590990661954
400,instrument_2,operator_2,50,0,5,0,5,49.52274082013656
401,instrument_2,operator_3,50,0,5,0,10,68.38537311502748
402,instrument_2,operator_2,50,0,5,0,5,55.24129488004479
403,instrument_3,operator_2,50,0,5,0,5,52.09780723526622
404,instrument_1,operator_2,50,0,5,0,5,56.488523039767955
405,instrument_1,operator_1,50,0,5,0,5,50.19004659877416
406,instrument_4,operator_1,50,0,5,0,5,59.804818119919176
407,instrument_3,operator_3,50,0,5,0,10,49.79266792224103
408,instrument_3,operator_3,50,0,5,0,10,50.71906723101586
409,instrument_5,operator_1,50,0,5,0,5,37.67716681146508
410,instrument_2,operator_3,50,0,5,0,10,43.8969816529187
411,instrument_1,operator_2,50,0,5,0,5,56.59489347453041
412,instrument_1,operator_2,50,0,5,0,5,44.282415376002994
413,instrument_2,operator_2,50,0,5,0,5,49.18954908428102
414,instrument_3,operator_1,50,0,5,0,5,64.37991190871222
415,instrument_5,operator_3,50,0,5,0,10,64.84983596982764
416,instrument_2,operator_3,50,0,5,0,10,27.103726958530547
417,instrument_3,operator_2,50,0,5,0,5,55.10002328563626
418,instrument_1,operator_2,50,0,5,0,5,47.37127137343354
419,instrument_1,operator_3,50,0,5,0,10,43.228201056800486
420,instrument_5,operator_2,50,0,5,0,5,42.31074354737211
421,instrument_5,operator_2,50,0,5,0,5,50.12382311376739
422,instrument_2,operator_3,50,0,5,0,10,57.139085893384916
423,instrument_1,operator_2,50,0,5,0,5,52.45404195334895
424,instrument_3,operator_1,50,0,5,0,5,52.23681542376336
425,instrument_1,operator_3,50,0,5,0,10,60.39364222894635
426,instrument_3,operator_3,50,0,5,0,10,32.0491570683448
427,instrument_1,operator_3,50,0,5,0,10,25.70494060164027
428,instrument_3,operator_2,50,0,5,0,5,41.48057133574997
429,instrument_3,operator_3,50,0,5,0,10,35.651194280765395
430,instrument_2,operator_1,50,0,5,0,5,41.14140601647568
431,instrument_3,operator_3,50,0,5,0,10,61.6161763640084
432,instrument_3,operator_2,50,0,5,0,5,50.34176142838593
433,instrument_5,operator_3,50,0,5,0,10,47.474407566236415
434,instrument_2,operator_1,50,0,5,0,5,38.7504250576245
435,instrument_1,operator_1,50,0,5,0,5,52.12070610809826
436,instrument_1,operator_2,50,0,5,0,5,56.6470433608404
437,instrument_1,operator_2,50,0,5,0,5,51.34887723982664
438,instrument_2,operator_3,50,0,5,0,10,53.382414004319024
439,instrument_4,operator_3,50,0,5,0,10,35.72042851689121
440,instrument_4,operator_1,50,0,5,0,5,54.7501362601842
441,instrument_3,operator_3,50,0,5,0,10,50.56053028766528
442,instrument_5,operator_1,50,0,5,0,5,54.84886758232405
443,instrument_5,operator_2,50,0,5,0,5,48.565980109946715
444,instrument_5,operator_1,50,0,5,0,5,53.427026703952194
445,instrument_1,operator_1,50,0,5,0,5,51.88253166799284
446,instrument_1,operator_3,50,0,5,0,10,59.44579529052824
447,instrument_5,operator_1,50,0,5,0,5,49.33091992148327
448,instrument_5,operator_1,50,0,5,0,5,50.08526018149922
