measurement_id,instrument,operator,ref_value,instrument_offset,instrument_error,operator_offset,operator_error,measurement
78,instrument_1,operator_2,50,0,5,0,5,47.3002685480909
79,instrument_1,operator_3,50,0,5,0,5,52.30562083665916
80,instrument_1,operator_2,50,0,5,0,5,49.68289002454405
81,instrument_2,operator_2,50,0,5,0,5,46.90060550394377
82,instrument_4,operator_2,50,0,5,0,5,44.634788450973645
83,instrument_4,operator_1,50,0,5,0,5,44.2331560328186
84,instrument_1,operator_3,50,0,5,0,5,46.76709687929859
85,instrument_2,operator_1,50,0,5,0,5,51.58303576470725
86,instrument_2,operator_1,50,0,5,0,5,56.320147323555354
87,instrument_4,operator_2,50,0,5,0,5,39.18317748447864
88,instrument_1,operator_3,50,0,5,0,5,64.02022770310529
89,instrument_5,operator_2,50,2,6,0,5,47.60555738377504
90,instrument_3,operator_3,50,0,5,0,5,48.25081391587661
91,instrument_1,operator_2,50,0,5,0,5,54.88518385133613
92,instrument_2,operator_3,50,0,5,0,5,44.178845740680316
93,instrument_3,operator_1,50,0,5,0,5,60.64306713865305
94,instrument_3,operator_1,50,0,5,0,5,45.756192455311016
95,instrument_2,operator_1,50,0,5,0,5,42.19859151447317
96,instrument_3,operator_2,50,0,5,0,5,59.39836469133009
97,instrument_1,operator_3,50,0,5,0,5,49.165238463828686
98,instrument_5,operator_2,50,2,6,0,5,46.06203675379385
99,instrument_5,operator_3,50,2,6,0,5,67.38488848539653
100,instrument_5,operator_2,50,2,6,0,5,63.520440620333055
101,instrument_4,operator_1,50,0,5,0,5,61.305748585330534
102,instrument_3,operator_3,50,0,5,0,5,48.64115307377903
103,instrument_3,operator_1,50,0,5,0,5,51.43665681847247
104,instrument_4,operator_3,50,0,5,0,5,62.68255622113119
105,instrument_2,operator_2,50,0,5,0,5,50.059150859394975
106,instrument_1,operator_2,50,0,5,0,5,61.224144011797776
107,instrument_4,operator_1,50,0,5,0,5,31.32112183323463
108,instrument_3,operator_2,50,0,5,0,5,44.95119554243437
109,instrument_2,operator_1,50,0,5,0,5,56.4516175474191
110,instrument_5,operator_3,50,2,6,0,5,51.886398648552735
111,instrument_2,operator_3,50,0,5,0,5,44.85040549572907
112,instrument_5,operator_1,50,2,6,0,5,50.48014993952554
113,instrument_5,operator_3,50,2,6,0,5,46.106357685304125
114,instrument_5,operator_3,50,2,6,0,5,61.784848766656104
115,instrument_5,operator_1,50,2,6,0,5,40.06964563596986
116,instrument_2,operator_3,50,0,5,0,5,46.900017194044125
117,instrument_5,operator_1,50,2,6,0,5,60.15888334870416
118,instrument_4,operator_2,50,0,5,0,5,49.23876095530974
119,instrument_2,operator_1,50,0,5,0,5,42.766424915765796
120,instrument_4,operator_2,50,0,5,0,5,40.78041520398551
121,instrument_4,operator_1,50,0,5,0,5,38.485636056287454
122,instrument_2,operator_1,50,0,5,0,5,40.5095809979704
123,instrument_5,operator_3,50,2,6,0,5,54.24091645063054
124,instrument_3,operator_1,50,0,5,0,5,55.414456461761375
125,instrument_2,operator_1,50,0,5,0,5,56.16626531862561
126,instrument_4,operator_3,50,0,5,0,5,60.91403961610366
127,instrument_2,operator_2,50,0,5,0,5,45.7504343443975
128,instrument_5,operator_2,50,2,6,0,5,48.486534762864046
129,instrument_3,operator_3,50,0,5,0,5,52.194537417259006
130,instrument_5,operator_3,50,2,6,0,5,51.27220511989909
131,instrument_5,operator_1,50,2,6,0,5,47.48641240850783
132,instrument_1,operator_2,50,0,5,0,5,57.0669134736389
133,instrument_5,operator_3,50,2,6,0,5,59.03788576641728
134,instrument_4,operator_3,50,0,5,0,5,42.69997755582138
135,instrument_1,operator_1,50,0,5,0,5,45.573730129496404
136,instrument_2,operator_1,50,0,5,0,5,44.2521738890067
137,instrument_2,operator_2,50,0,5,0,5,39.10309491099632
138,instrument_4,operator_3,50,0,5,0,5,64.45720772049626
139,instrument_3,operator_2,50,0,5,0,5,56.9368791387229
140,instrument_3,operator_3,50,0,5,0,5,43.93834439187183
141,instrument_5,operator_1,50,2,6,0,5,48.57786630893376
142,instrument_5,operator_1,50,2,6,0,5,54.52548200475647
143,instrument_4,operator_3,50,0,5,0,5,56.651062530880104
144,instrument_3,operator_3,50,0,5,0,5,56.11245521999892
145,instrument_5,operator_3,50,2,6,0,5,61.82860807584135
146,instrument_3,operator_2,50,0,5,0,5,60.47462914882642
147,instrument_2,operator_3,50,0,5,0,5,64.25011419415479
148,instrument_5,operator_2,50,2,6,0,5,53.283048599647174
149,instrument_2,operator_1,50,0,5,0,5,52.17620089070638
150,instrument_3,operator_1,50,0,5,0,5,51.813640641773844
151,instrument_5,operator_2,50,2,6,0,5,48.50136761449805
152,instrument_5,operator_3,50,2,6,0,5,50.43186096617405
153,instrument_5,operator_1,50,2,6,0,5,52.47894532243151
154,instrument_2,operator_1,50,0,5,0,5,51.80835736550214
155,instrument_4,operator_2,50,0,5,0,5,50.42879872039543
156,instrument_4,operator_2,50,0,5,0,5,43.539013179811775
157,instrument_1,operator_1,50,0,5,0,5,47.922483214856584
158,instrument_5,operator_3,50,2,6,0,5,41.00200043653928
159,instrument_2,operator_3,50,0,5,0,5,45.18120431340563
160,instrument_2,operator_3,50,0,5,0,5,39.63032368813941
161,instrument_4,operator_2,50,0,5,0,5,69.69526565803542
162,instrument_4,operator_3,50,0,5,0,5,61.32595066837883
163,instrument_2,operator_1,50,0,5,0,5,51.232715018532254
164,instrument_4,operator_1,50,0,5,0,5,48.83560494238679
165,instrument_1,operator_3,50,0,5,0,5,49.70805397205553
166,instrument_5,operator_2,50,2,6,0,5,59.24321374173715
167,instrument_3,operator_1,50,0,5,0,5,59.107354694952456
168,instrument_3,operator_1,50,0,5,0,5,57.11231533524343
169,instrument_1,operator_2,50,0,5,0,5,48.55328516110843
170,instrument_4,operator_2,50,0,5,0,5,52.15685946204079
171,instrument_1,operator_2,50,0,5,0,5,48.860669053191586
172,instrument_1,operator_3,50,0,5,0,5,51.205708762588024
173,instrument_2,operator_3,50,0,5,0,5,45.590174971220485
174,instrument_2,operator_3,50,0,5,0,5,39.942201956527896
175,instrument_1,operator_1,50,0,5,0,5,47.008363153100476
176,instrument_3,operator_1,50,0,5,0,5,53.017714904624505
177,instrument_1,operator_1,50,0,5,0,5,46.57985145275763
178,instrument_3,operator_2,50,0,5,0,5,51.93199765342978
179,instrument_2,operator_2,50,0,5,0,5,49.703442533134215
180,instrument_1,operator_3,50,0,5,0,5,49.200020906827916
181,instrument_5,operator_1,50,2,6,0,5,46.660683209695144
182,instrument_1,operator_3,50,0,5,0,5,45.871773459262535
183,instrument_2,operator_2,50,0,5,0,5,37.42100713042892
184,instrument_2,operator_3,50,0,5,0,5,37.13436992352847
185,instrument_5,operator_2,50,2,6,0,5,55.27145428469136
186,instrument_2,operator_1,50,0,5,0,5,43.452215470734586
187,instrument_5,operator_2,50,2,6,0,5,48.59209857555089
188,instrument_4,operator_3,50,0,5,0,5,51.015951520643974
189,instrument_3,operator_1,50,0,5,0,5,35.436908455513574
190,instrument_5,operator_2,50,2,6,0,5,43.123255224337626
191,instrument_2,operator_2,50,0,5,0,5,44.50420883922372
192,instrument_4,operator_1,50,0,5,0,5,48.96758693754118
193,instrument_5,operator_2,50,2,6,0,5,55.35651313008334
194,instrument_2,operator_1,50,0,5,0,5,54.31225442040921
195,instrument_2,operator_3,50,0,5,0,5,44.13280306595099
196,instrument_5,operator_1,50,2,6,0,5,49.071052392865425
197,instrument_4,operator_2,50,0,5,0,5,58.739340940460664
198,instrument_1,operator_2,50,0,5,0,5,49.61247747178573
199,instrument_2,operator_3,50,0,5,0,5,53.093337177742754
200,instrument_1,operator_3,50,0,5,0,5,60.82266526211576
201,instrument_5,operator_2,50,2,6,0,5,41.826434336226484
202,instrument_2,operator_1,50,0,5,0,5,62.04070628826102
203,instrument_4,operator_3,50,0,5,0,5,53.79431022887755
204,instrument_2,operator_1,50,0,5,0,5,44.505764646928995
205,instrument_5,operator_1,50,2,6,0,5,44.02902988406267
206,instrument_4,operator_2,50,0,5,0,5,48.49168335370021
207,instrument_1,operator_2,50,0,5,0,5,40.3419788744146
208,instrument_4,operator_1,50,0,5,0,5,51.633813438068486
209,instrument_2,operator_2,50,0,5,0,5,52.634057806672104
210,instrument_1,operator_3,50,0,5,0,5,42.96365915577353
211,instrument_3,operator_3,50,0,5,0,5,48.02491306313399
212,instrument_1,operator_1,50,0,5,0,5,39.91377589362503
213,instrument_1,operator_1,50,0,5,0,5,42.16233460316546
214,instrument_2,operator_3,50,0,5,0,5,44.080837343892426
215,instrument_1,operator_2,50,0,5,0,5,61.30394104442479
216,instrument_5,operator_3,50,2,6,0,5,63.20773931054354
217,instrument_5,operator_1,50,2,6,0,5,55.73900362144606
218,instrument_4,operator_3,50,0,5,0,5,56.660485893473876
219,instrument_2,operator_3,50,0,5,0,5,44.220310440544374
220,instrument_4,operator_1,50,0,5,0,5,39.17311524572233
221,instrument_3,operator_1,50,0,5,0,5,69.6720721403773
222,instrument_4,operator_2,50,0,5,0,5,42.617444610008896
223,instrument_1,operator_2,50,0,5,0,5,49.488639623434345
224,instrument_1,operator_3,50,0,5,0,5,65.79811332609351
225,instrument_1,operator_1,50,0,5,0,5,59.1978862921796
226,instrument_2,operator_2,50,0,5,0,5,43.121853029893984
227,instrument_5,operator_1,50,2,6,0,5,41.051103747770945
228,instrument_5,operator_1,50,2,6,0,5,48.529809367145
229,instrument_3,operator_2,50,0,5,0,5,56.87068567210175
230,instrument_2,operator_2,50,0,5,0,5,59.50610782342012
231,instrument_5,operator_2,50,2,6,0,5,60.941719000122845
232,instrument_1,operator_2,50,0,5,0,5,40.092354436414006
233,instrument_3,operator_3,50,0,5,0,5,36.74148251385258
234,instrument_4,operator_2,50,0,5,0,5,42.97521708256947
235,instrument_4,operator_1,50,0,5,0,5,44.02117747981761
236,instrument_4,operator_3,50,0,5,0,5,61.50455241370457
237,instrument_5,operator_2,50,2,6,0,5,65.65572699274841
238,instrument_3,operator_2,50,0,5,0,5,42.396595627158035
239,instrument_1,operator_2,50,0,5,0,5,59.02475806885806
240,instrument_4,operator_1,50,0,5,0,5,51.86922918512154
241,instrument_2,operator_2,50,0,5,0,5,49.64120671265976
242,instrument_5,operator_3,50,2,6,0,5,49.59899210623807
243,instrument_2,operator_3,50,0,5,0,5,52.4412457576815
244,instrument_5,operator_3,50,2,6,0,5,59.82944521048873
245,instrument_4,operator_2,50,0,5,0,5,53.18228809863462
246,instrument_1,operator_1,50,0,5,0,5,43.68323572998108
247,instrument_4,operator_2,50,0,5,0,5,56.896791687328665
248,instrument_2,operator_3,50,0,5,0,5,36.91166485273159
249,instrument_1,operator_1,50,0,5,0,5,62.25642361489493
250,instrument_5,operator_3,50,2,6,0,5,44.13690788020245
251,instrument_2,operator_3,50,0,5,0,5,63.59744391543507
252,instrument_2,operator_1,50,0,5,0,5,28.625051560848643
253,instrument_2,operator_3,50,0,5,0,5,44.97792175574674
254,instrument_5,operator_2,50,2,6,0,5,65.15077900445502
255,instrument_1,operator_2,50,0,5,0,5,55.214850677866885
256,instrument_4,operator_1,50,0,5,0,5,36.28273618042081
257,instrument_5,operator_3,50,2,6,0,5,49.755158391926
258,instrument_1,operator_2,50,0,5,0,5,48.62172953598646
259,instrument_4,operator_3,50,0,5,0,5,46.526804932290936
260,instrument_5,operator_3,50,2,6,0,5,64.40585863583537
261,instrument_4,operator_2,50,0,5,0,5,57.41585730364818
262,instrument_4,operator_2,50,0,5,0,5,52.22729471949932
263,instrument_5,operator_3,50,2,6,0,5,53.88179602020578
264,instrument_1,operator_2,50,0,5,0,5,50.682552174710644
265,instrument_1,operator_3,50,0,5,0,5,41.821183148926124
266,instrument_1,operator_1,50,0,5,0,5,43.31923208629404
267,instrument_3,operator_3,50,0,5,0,5,47.981851998476486
268,instrument_5,operator_1,50,2,6,0,5,58.34947742971376
269,instrument_5,operator_2,50,2,6,0,5,51.388266192007364
270,instrument_4,operator_1,50,0,5,0,5,37.28619285306611
271,instrument_1,operator_2,50,0,5,0,5,55.10564980749564
272,instrument_3,operator_3,50,0,5,0,5,50.53073210947487
273,instrument_1,operator_2,50,0,5,0,5,44.99534495120193
274,instrument_4,operator_3,50,0,5,0,5,56.104253671231916
275,instrument_2,operator_3,50,0,5,0,5,41.139350526214685
276,instrument_4,operator_2,50,0,5,0,5,53.73412178446131
277,instrument_3,operator_1,50,0,5,0,5,61.13376893302238
278,instrument_3,operator_3,50,0,5,0,5,48.490888131332554
279,instrument_4,operator_1,50,0,5,0,5,33.838216662747584
280,instrument_4,operator_1,50,0,5,0,5,53.162769386719674
281,instrument_5,operator_1,50,2,6,0,5,37.326579157200044
282,instrument_5,operator_3,50,2,6,0,5,60.63059725389627
283,instrument_1,operator_3,50,0,5,0,5,56.0734536246826
284,instrument_2,operator_1,50,0,5,0,5,34.95747949553909
285,instrument_2,operator_3,50,0,5,0,5,49.79876985796207
286,instrument_5,operator_2,50,2,6,0,5,59.13462441873498
287,instrument_4,operator_3,50,0,5,0,5,55.943990287874655
288,instrument_2,operator_3,50,0,5,0,5,56.45008606025222
289,instrument_3,operator_1,50,0,5,0,5,47.52944384819914
290,instrument_1,operator_3,50,0,5,0,5,45.92634385141818
291,instrument_1,operator_3,50,0,5,0,5,55.604813975054455
292,instrument_4,operator_3,50,0,5,0,5,55.45604805929847
293,instrument_1,operator_3,50,0,5,0,5,46.403461250352784
294,instrument_1,operator_3,50,0,5,0,5,48.84300560155674
295,instrument_2,operator_3,50,0,5,0,5,49.003239199760074
296,instrument_4,operator_2,50,0,5,0,5,50.62365453000191
297,instrument_2,operator_2,50,0,5,0,5,53.260032684036524
298,instrument_3,operator_2,50,0,5,0,5,53.39947897817344
299,instrument_3,operator_1,50,0,5,0,5,42.04991693493969
300,instrument_1,operator_3,50,0,5,0,5,40.66194246770303
301,instrument_2,operator_2,50,0,5,0,5,51.76728406808901
302,instrument_1,operator_3,50,0,5,0,5,48.553901622197834
303,instrument_1,operator_2,50,0,5,0,5,50.34772502087667
304,instrument_1,operator_3,50,0,5,0,5,58.565261451633425
305,instrument_2,operator_3,50,0,5,0,5,54.3377304713566
306,instrument_4,operator_2,50,0,5,0,5,54.36969416906389
307,instrument_3,operator_1,50,0,5,0,5,51.40721274358085
308,instrument_2,operator_1,50,0,5,0,5,37.93485930034301
309,instrument_3,operator_1,50,0,5,0,5,49.698346210431474
310,instrument_5,operator_1,50,2,6,0,5,68.11816053638245
311,instrument_3,operator_3,50,0,5,0,5,50.800752178786304
312,instrument_5,operator_1,50,2,6,0,5,55.653041753098
313,instrument_4,operator_2,50,0,5,0,5,47.68043576259296
314,instrument_5,operator_2,50,2,6,0,5,63.44291703646081
315,instrument_1,operator_3,50,0,5,0,5,56.96757919177344
316,instrument_4,operator_1,50,0,5,0,5,42.22772528871189
317,instrument_4,operator_1,50,0,5,0,5,52.913291013188186
318,instrument_1,operator_3,50,0,5,0,5,54.78830907822197
319,instrument_1,operator_2,50,0,5,0,5,51.72673246375933
320,instrument_5,operator_2,50,2,6,0,5,63.677899281925974
321,instrument_5,operator_2,50,2,6,0,5,39.95837506607605
322,instrument_5,operator_3,50,2,6,0,5,54.30787566713637
323,instrument_5,operator_1,50,2,6,0,5,42.41163383373341
324,instrument_1,operator_2,50,0,5,0,5,45.23251234276981
325,instrument_1,operator_2,50,0,5,0,5,44.405554067543
326,instrument_4,operator_2,50,0,5,0,5,50.88430777913038
327,instrument_3,operator_3,50,0,5,0,5,40.37588385384021
328,instrument_1,operator_3,50,0,5,0,5,60.70035460571981
329,instrument_4,operator_3,50,0,5,0,5,51.18215550326008
330,instrument_1,operator_3,50,0,5,0,5,50.69591750042387
331,instrument_4,operator_3,50,0,5,0,5,53.488130221122965
332,instrument_4,operator_3,50,0,5,0,5,52.38250922301412
333,instrument_2,operator_1,50,0,5,0,5,51.29054567832277
334,instrument_1,operator_1,50,0,5,0,5,58.51608215840936
335,instrument_5,operator_1,50,2,6,0,5,50.72126639939514
336,instrument_2,operator_1,50,0,5,0,5,46.83291612890721
337,instrument_4,operator_3,50,0,5,0,5,52.24626021232772
338,instrument_2,operator_1,50,0,5,0,5,60.019515062239144
339,instrument_4,operator_3,50,0,5,0,5,55.9071332258232
340,instrument_3,operator_1,50,0,5,0,5,43.364930188230446
341,instrument_4,operator_1,50,0,5,0,5,46.914726144619145
342,instrument_2,operator_1,50,0,5,0,5,45.32267507918805
343,instrument_3,operator_3,50,0,5,0,5,61.143318374096914
344,instrument_3,operator_1,50,0,5,0,5,48.021873222036426
345,instrument_1,operator_2,50,0,5,0,5,42.88101441797174
346,instrument_2,operator_2,50,0,5,0,5,53.84397831430486
347,instrument_1,operator_1,50,0,5,0,5,41.731709886439226
348,instrument_1,operator_1,50,0,5,0,5,49.76489549123489
349,instrument_4,operator_3,50,0,5,0,5,58.07196865907361
350,instrument_4,operator_3,50,0,5,0,5,49.071759340126164
351,instrument_3,operator_1,50,0,5,0,5,59.82759578086461
352,instrument_1,operator_3,50,0,5,0,5,48.2920296477491
353,instrument_1,operator_1,50,0,5,0,5,43.40874736142432
354,instrument_1,operator_2,50,0,5,0,5,45.49141764476142
355,instrument_1,operator_2,50,0,5,0,5,59.18163133159034
356,instrument_1,operator_3,50,0,5,0,5,62.65832662626846
357,instrument_2,operator_2,50,0,5,0,5,53.231670840133965
358,instrument_3,operator_1,50,0,5,0,5,54.92367312972582
359,instrument_4,operator_3,50,0,5,0,5,39.00194972674556
360,instrument_5,operator_1,50,2,6,0,5,40.74775993204409
361,instrument_5,operator_3,50,2,6,0,5,65.00173632795845
362,instrument_3,operator_2,50,0,5,0,5,49.340508645419305
363,instrument_3,operator_1,50,0,5,0,5,59.9376539894016
364,instrument_4,operator_2,50,0,5,0,5,48.259049894966395
365,instrument_4,operator_3,50,0,5,0,5,46.38665088630611
366,instrument_1,operator_1,50,0,5,0,5,47.58174337615566
367,instrument_5,operator_1,50,2,6,0,5,56.76489824078334
368,instrument_1,operator_3,50,0,5,0,5,43.80613316504104
369,instrument_4,operator_2,50,0,5,0,5,40.271197939318824
370,instrument_4,operator_1,50,0,5,0,5,68.02476658333826
371,instrument_4,operator_2,50,0,5,0,5,40.15247784557414
372,instrument_5,operator_1,50,2,6,0,5,59.37240990186405
373,instrument_3,operator_2,50,0,5,0,5,56.914235947971534
374,instrument_4,operator_3,50,0,5,0,5,44.69832129541386
375,instrument_2,operator_3,50,0,5,0,5,56.01299689796447
376,instrument_2,operator_2,50,0,5,0,5,53.66787859843363
377,instrument_2,operator_2,50,0,5,0,5,37.6649211025363
378,instrument_2,operator_2,50,0,5,0,5,47.52884464978713
379,instrument_3,operator_1,50,0,5,0,5,43.324409744646346
380,instrument_5,operator_3,50,2,6,0,5,51.90072196902447
381,instrument_2,operator_3,50,0,5,0,5,42.794782495878145
382,instrument_4,operator_1,50,0,5,0,5,53.69355117880174
383,instrument_2,operator_2,50,0,5,0,5,59.714008552012274
384,instrument_3,operator_1,50,0,5,0,5,49.15517345219724
385,instrument_2,operator_3,50,0,5,0,5,55.107845111957005
386,instrument_4,operator_1,50,0,5,0,5,55.44785436318171
387,instrument_3,operator_2,50,0,5,0,5,31.545116637990283
388,instrument_3,operator_1,50,0,5,0,5,53.66788981552586
389,instrument_4,operator_3,50,0,5,0,5,40.07532769444002
390,instrument_1,operator_2,50,0,5,0,5,49.02076118810264
391,instrument_3,operator_1,50,0,5,0,5,60.69709835961743
392,instrument_3,operator_1,50,0,5,0,5,56.942638711026476
393,instrument_3,operator_3,50,0,5,0,5,47.985785977157384
394,instrument_4,operator_3,50,0,5,0,5,49.64323517933247
395,instrument_1,operator_3,50,0,5,0,5,56.25718336721234
396,instrument_4,operator_2,50,0,5,0,5,54.32101270089369
397,instrument_4,operator_3,50,0,5,0,5,51.29963889774817
398,instrument_2,operator_3,50,0,5,0,5,59.10076187401064
399,instrument_2,operator_2,50,0,5,0,5,55.20351356649647
400,instrument_1,operator_3,50,0,5,0,5,61.24139652328565
401,instrument_4,operator_1,50,0,5,0,5,57.780209240728304
402,instrument_2,operator_3,50,0,5,0,5,40.79910412320545
403,instrument_4,operator_3,50,0,5,0,5,51.89889940105639
404,instrument_5,operator_1,50,2,6,0,5,50.75502936854334
405,instrument_5,operator_2,50,2,6,0,5,55.34175731387996
406,instrument_3,operator_3,50,0,5,0,5,54.69729780058035
407,instrument_5,operator_3,50,2,6,0,5,51.2529592636296
408,instrument_3,operator_2,50,0,5,0,5,51.80896804681529
409,instrument_5,operator_2,50,2,6,0,5,59.85902034321113
410,instrument_4,operator_3,50,0,5,0,5,49.3819988412413
411,instrument_2,operator_3,50,0,5,0,5,45.31596342950261
412,instrument_3,operator_3,50,0,5,0,5,51.483990320077865
413,instrument_3,operator_3,50,0,5,0,5,42.26202914151186
414,instrument_5,operator_2,50,2,6,0,5,46.560302480576986
415,instrument_3,operator_1,50,0,5,0,5,38.919656639525265
416,instrument_2,operator_2,50,0,5,0,5,61.137703113694435
417,instrument_3,operator_3,50,0,5,0,5,43.35385888554131
418,instrument_4,operator_2,50,0,5,0,5,49.68599326466526
419,instrument_5,operator_3,50,2,6,0,5,42.404209595323266
420,instrument_3,operator_3,50,0,5,0,5,58.36123515078469
421,instrument_4,operator_3,50,0,5,0,5,43.70142147509241
422,instrument_2,operator_2,50,0,5,0,5,54.77745803768432
423,instrument_1,operator_3,50,0,5,0,5,50.08984940188308
424,instrument_3,operator_1,50,0,5,0,5,38.432574558059684
425,instrument_5,operator_3,50,2,6,0,5,39.66108861760983
426,instrument_3,operator_1,50,0,5,0,5,47.37621249566497
427,instrument_4,operator_1,50,0,5,0,5,53.81956696474031
428,instrument_4,operator_1,50,0,5,0,5,53.65953282328299
429,instrument_1,operator_1,50,0,5,0,5,56.288723209553
430,instrument_4,operator_3,50,0,5,0,5,60.17503000392878
431,instrument_2,operator_2,50,0,5,0,5,44.64203257555278
432,instrument_5,operator_1,50,2,6,0,5,59.15131210157571
433,instrument_1,operator_2,50,0,5,0,5,52.73652415710442
434,instrument_5,operator_1,50,2,6,0,5,42.86622838763475
435,instrument_1,operator_3,50,0,5,0,5,53.79166814054811
436,instrument_2,operator_2,50,0,5,0,5,55.28837728866818
437,instrument_2,operator_1,50,0,5,0,5,59.204273598060695
438,instrument_2,operator_1,50,0,5,0,5,53.707746356746554
439,instrument_2,operator_3,50,0,5,0,5,71.1883041871557
440,instrument_3,operator_3,50,0,5,0,5,61.21356177725787
441,instrument_2,operator_3,50,0,5,0,5,56.876976624057306
442,instrument_2,operator_1,50,0,5,0,5,73.08175685535733
443,instrument_3,operator_2,50,0,5,0,5,52.85123513324808
444,instrument_3,operator_1,50,0,5,0,5,35.02417085238134
445,instrument_1,operator_2,50,0,5,0,5,60.898619345520956
446,instrument_5,operator_2,50,2,6,0,5,55.53424731960194
447,instrument_1,operator_3,50,0,5,0,5,46.869103227656716
448,instrument_2,operator_3,50,0,5,0,5,47.49250869259679
